0.142	0.145891
0.091	0.092938
0.083	0.08553
0.085	0.086957
0.091	0.092986
0.083	0.084487
0.098	0.099967
0.102	0.104178
0.157	0.160768
0.12	0.122087
0.09	0.0921839
0.09	0.0927029
0.09	0.092788
0.097	0.099377
0.098	0.100428
0.09	0.09208
0.142	0.14479
0.093	0.094981
0.091	0.102246
0.091	0.093244
0.091	0.09269
0.089	0.090464
0.078	0.0799651
0.092	0.0940551
0.1	0.102045
0.098	0.100662
0.098	0.0995811
0.093	0.095346
0.084	0.086416
0.094	0.095465
0.089	0.0909739
0.084	0.0855171
0.085	0.0860719
0.091	0.0925249
0.084	0.086082
0.078	0.079854
0.085	0.087054
0.099	0.101233
0.084	0.0859629
0.078	0.0795269
0.106	0.109195
0.074	0.0756759
0.091	0.093239
0.11	0.112436
0.098	0.09992
0.091	0.0922249
0.064	0.0650671
0.091	0.092943
0.078	0.079501
0.096	0.098391
0.083	0.0844001
0.088	0.089966
0.086	0.0876311
0.106	0.108051
0.084	0.086273
0.084	0.0865109
0.078	0.0794539
0.111	0.113273
0.084	0.086086
0.083	0.085475
0.081	0.082568
0.101	0.113606
0.09	0.092875
0.11	0.11167
0.092	0.094051
0.083	0.0852899
0.084	0.085476
0.077	0.0791131
0.083	0.08541
0.09	0.09231
0.154	0.156633
0.097	0.099546
0.091	0.093256
0.094	0.0960409
0.077	0.0785821
0.09	0.091763
0.084	0.085809
0.157	0.160859
0.099	0.101324
0.141	0.145189
0.088	0.091117
0.101	0.103323
0.077	0.079546
0.084	0.085923
0.09	0.0923419
0.097	0.0985049
0.084	0.085998
0.064	0.065628
0.084	0.0857749
0.091	0.092988
0.084	0.08586
0.088	0.0892819
0.084	0.086493
0.079	0.081535
0.087	0.0890461
0.091	0.092737
0.141	0.14414
0.083	0.084855
0.089	0.0909291
0.146	0.149756
0.157	0.16019
0.077	0.079389
0.1	0.101922
0.083	0.0851561
0.085	0.086765
0.087	0.089112
0.094	0.09587
0.091	0.092494
0.091	0.092883
0.09	0.0920621
0.083	0.084818
0.091	0.093644
0.077	0.079156
0.084	0.0858631
0.099	0.101959
0.072	0.074033
0.084	0.0857611
0.078	0.0797601
0.077	0.078817
0.148	0.151708
0.096	0.09798
0.089	0.091858
0.091	0.092931
0.095	0.096619
0.095	0.097475
0.092	0.093522
0.084	0.0853911
0.088	0.089372
0.084	0.085801
0.084	0.086181
0.083	0.08513
0.142	0.145324
0.09	0.0922061
0.09	0.091987
0.092	0.0949601
0.074	0.0750109
0.083	0.085311
0.089	0.0916581
0.084	0.0862101
0.083	0.085838
0.083	0.084677
0.083	0.0846409
0.084	0.08617
0.096	0.098143
0.087	0.089457
0.095	0.0971709
0.142	0.145663
0.158	0.161609
0.091	0.093646
0.084	0.085492
0.12	0.122647
0.09	0.091997
0.085	0.0861899
0.087	0.088647
0.154	0.157853
0.155	0.159199
0.108	0.110102
0.091	0.093007
0.091	0.0934721
0.091	0.093015
0.091	0.0928349
0.091	0.092842
0.09	0.0927229
0.098	0.100717
0.112	0.114902
0.078	0.0797029
0.074	0.076743
0.079	0.0815879
0.081	0.083209
0.084	0.086199
0.093	0.094867
0.082	0.0841749
0.066	0.067199
0.078	0.080268
0.091	0.0928941
0.078	0.0794959
0.103	0.10482
0.087	0.0890699
0.088	0.0899869
0.084	0.086127
0.087	0.089077
0.083	0.0848661
0.143	0.146154
0.078	0.0795759
0.094	0.095966
0.086	0.0885549
0.082	0.083677
0.091	0.0929791
0.093	0.094962
0.073	0.0741769
0.084	0.086638
0.129	0.139157
0.099	0.10054
0.073	0.074891
0.09	0.091729
0.085	0.086673
0.084	0.086257
0.09	0.0923411
0.09	0.092852
0.157	0.159694
0.084	0.086101
0.093	0.095083
0.092	0.0945081
0.083	0.085817
0.093	0.095661
0.094	0.095651
0.084	0.085759
0.091	0.092571
0.088	0.090856
0.091	0.0924821
0.085	0.086305
0.085	0.086044
0.086	0.087704
0.082	0.08384
0.139	0.143062
0.08	0.081458
0.063	0.0647079
0.089	0.091291
0.091	0.093427
0.102	0.104459
0.079	0.081169
0.106	0.107574
0.121	0.124286
0.073	0.074889
0.081	0.0825929
0.098	0.09975
0.091	0.0927249
0.084	0.08588
0.072	0.074584
0.143	0.146519
0.078	0.0800181
0.153	0.156265
0.073	0.0742431
0.083	0.085131
0.083	0.085281
0.09	0.0918771
0.084	0.086321
0.091	0.0924979
0.16	0.162927
0.069	0.0708291
0.083	0.0854699
0.098	0.101054
0.085	0.0865421
0.117	0.120758
0.16	0.16371
0.078	0.080356
0.09	0.0927669
0.108	0.110175
0.091	0.0921539
0.09	0.091987
0.084	0.085965
0.078	0.079501
0.078	0.079721
0.085	0.086725
0.099	0.100977
0.081	0.082513
0.154	0.157487
0.073	0.0752079
0.141	0.144859
0.09	0.09113
0.084	0.085652
0.09	0.0924991
0.095	0.096827
0.089	0.0914789
0.084	0.085831
0.095	0.096829
0.097	0.099864
0.084	0.0855661
0.083	0.085625
0.077	0.078802
0.091	0.093378
0.09	0.09212
0.083	0.085284
0.084	0.0861839
0.107	0.1092
0.096	0.098282
0.1	0.102165
0.091	0.092238
0.084	0.086153
0.09	0.0913631
0.062	0.063727
0.093	0.095244
0.098	0.100026
0.09	0.092412
0.147	0.150624
0.082	0.0839951
0.065	0.0668369
0.085	0.086211
0.098	0.0997819
0.121	0.12377
0.092	0.094553
0.073	0.0753821
0.083	0.0855561
0.099	0.100887
0.097	0.108893
0.097	0.099799
0.079	0.080232
0.149	0.153351
0.078	0.0799961
0.114	0.116758
0.084	0.0857641
0.083	0.0853989
0.083	0.08536
0.079	0.080593
0.098	0.100362
0.091	0.092912
0.084	0.085735
0.083	0.0851271
0.106	0.109015
0.104	0.106007
0.077	0.079516
0.152	0.155675
0.098	0.099654
0.103	0.105185
0.084	0.085971
0.108	0.110503
0.083	0.0854459
0.088	0.089595
0.096	0.09859
0.091	0.093606
0.09	0.091256
0.096	0.098347
0.088	0.089475
0.09	0.092466
0.084	0.0859951
0.083	0.084967
0.084	0.0857949
0.084	0.08567
0.091	0.092983
0.077	0.0788741
0.155	0.158021
0.085	0.086431
0.084	0.085455
0.088	0.089222
0.099	0.101587
0.094	0.09603
0.083	0.085408
0.078	0.080129
0.09	0.092337
0.098	0.100904
0.078	0.080476
0.063	0.064412
0.077	0.078722
0.09	0.092409
0.095	0.10335
0.083	0.0845769
0.12	0.121953
0.077	0.078704
0.09	0.0926721
0.091	0.092687
0.09	0.0925739
0.09	0.091262
0.09	0.092647
0.083	0.084793
0.083	0.085806
0.085	0.086695
0.09	0.0917589
0.083	0.085025
0.085	0.08644
0.091	0.093568
0.136	0.139475
0.091	0.0932929
0.083	0.085013
0.094	0.095867
0.099	0.100906
0.09	0.092322
0.101	0.102867
0.109	0.110367
0.09	0.092071
0.078	0.0799421
0.105	0.107085
0.083	0.0856409
0.084	0.085292
0.092	0.0935501
0.084	0.08544
0.08	0.0825181
0.111	0.113459
0.078	0.0800641
0.086	0.087387
0.083	0.085076
0.078	0.0794741
0.1	0.101427
0.077	0.078917
0.078	0.0798759
0.148	0.151501
0.073	0.0753719
0.09	0.0913281
0.097	0.098903
0.172	0.188402
0.084	0.0857529
0.091	0.0926079
0.095	0.096252
0.09	0.0922079
0.079	0.080309
0.084	0.08555
0.107	0.109993
0.091	0.092624
0.09	0.092066
0.09	0.0925369
0.087	0.089446
0.153	0.156061
0.091	0.0929279
0.079	0.08047
0.14	0.143267
0.099	0.101304
0.078	0.0798501
0.084	0.086084
0.103	0.105277
0.082	0.084381
0.14	0.142962
0.097	0.0992641
0.095	0.0967
0.089	0.09158
0.094	0.096314
0.095	0.097394
0.103	0.1048
0.089	0.090823
0.101	0.10263
0.078	0.079845
0.101	0.103128
0.078	0.079512
0.091	0.092504
0.155	0.158036
0.073	0.074733
0.108	0.109593
0.087	0.088941
0.083	0.0851389
0.077	0.079748
0.078	0.079811
0.093	0.0955909
0.098	0.106394
0.084	0.085587
0.091	0.09248
0.084	0.086887
0.092	0.094024
0.09	0.092217
0.073	0.0751839
0.084	0.085409
0.083	0.084977
0.084	0.0859271
0.157	0.160581
0.09	0.092007
0.083	0.085022
0.12	0.122851
0.088	0.089874
0.09	0.0927061
0.086	0.087696
0.109	0.111914
0.084	0.085766
0.086	0.0879919
0.09	0.0916839
0.084	0.0858649
0.089	0.091858
0.09	0.092468
0.087	0.088335
0.084	0.085715
0.084	0.0858731
0.094	0.096146
0.158	0.161256
0.078	0.079627
0.152	0.155585
0.074	0.0766489
0.073	0.074746
0.096	0.097887
0.092	0.093834
0.093	0.0945361
0.085	0.08624
0.064	0.0662269
0.083	0.085083
0.078	0.079885
0.09	0.0926669
0.083	0.085226
0.089	0.091748
0.085	0.086864
0.099	0.10166
0.153	0.156585
0.078	0.0805369
0.089	0.090632
0.151	0.154678
0.098	0.0999779
0.079	0.080429
0.077	0.0788319
0.093	0.0957709
0.087	0.0994831
0.067	0.067751
0.1	0.101579
0.101	0.103254
0.091	0.0927941
0.095	0.097803
0.086	0.08784
0.097	0.099204
0.099	0.100337
0.09	0.092795
0.083	0.0849371
0.091	0.0924879
0.083	0.085628
0.109	0.111272
0.09	0.0915701
0.078	0.0794
0.102	0.103532
0.084	0.086355
0.085	0.086969
0.089	0.090884
0.082	0.084643
0.083	0.084676
0.075	0.076868
0.084	0.085767
0.088	0.089976
0.099	0.100835
0.099	0.100866
0.106	0.108316
0.116	0.119059
0.09	0.092482
0.073	0.074424
0.092	0.093395
0.089	0.090513
0.084	0.085957
0.091	0.0931399
0.091	0.0925739
0.082	0.084662
0.084	0.085909
0.09	0.092361
0.084	0.0860781
0.086	0.0876391
0.074	0.0750689
0.098	0.10064
0.083	0.085654
0.084	0.085194
0.084	0.085522
0.157	0.161158
0.09	0.0920839
0.086	0.0877751
0.096	0.097314
0.084	0.0863631
0.091	0.0929279
0.092	0.093583
0.093	0.095463
0.095	0.096747
0.084	0.0859031
0.097	0.099073
0.084	0.085715
0.084	0.086104
0.091	0.092883
0.084	0.086327
0.084	0.085726
0.112	0.114454
0.073	0.074974
0.149	0.152525
0.108	0.11084
0.084	0.085848
0.09	0.0923841
0.085	0.0863379
0.099	0.101464
0.088	0.089914
0.111	0.113514
0.084	0.085774
0.086	0.088373
0.09	0.100112
0.09	0.091966
0.084	0.085844
0.09	0.092742
0.083	0.08475
0.084	0.0861761
0.09	0.092036
0.099	0.100687
0.099	0.10062
0.077	0.078051
0.084	0.085667
0.086	0.087581
0.097	0.098443
0.09	0.091568
0.091	0.09388
0.083	0.0849339
0.107	0.109656
0.098	0.100098
0.083	0.084783
0.085	0.086718
0.092	0.094292
0.1	0.102001
0.084	0.086108
0.098	0.100599
0.089	0.0906921
0.09	0.092573
0.084	0.0860221
0.09	0.092397
0.084	0.085711
0.105	0.107229
0.123	0.125324
0.09	0.0924079
0.084	0.0859629
0.09	0.092556
0.098	0.100292
0.066	0.067926
0.155	0.158276
0.073	0.073961
0.144	0.14767
0.108	0.110592
0.084	0.0857019
0.092	0.093548
0.14	0.143736
0.091	0.092555
0.095	0.096163
0.084	0.086084
0.083	0.0857729
0.091	0.093029
0.084	0.0857679
0.146	0.149068
0.084	0.085744
0.086	0.097834
0.09	0.0927961
0.084	0.085903
0.09	0.0915789
0.141	0.143934
0.109	0.111022
0.084	0.085352
0.091	0.0929851
0.084	0.086277
0.084	0.0858441
0.095	0.0978741
0.09	0.0925979
0.068	0.070043
0.092	0.094181
0.088	0.089752
0.142	0.144895
0.129	0.131534
0.1	0.102047
0.089	0.091147
0.088	0.089969
0.084	0.0857071
0.084	0.085918
0.088	0.09074
0.148	0.151451
0.108	0.110274
0.109	0.111043
0.077	0.079251
0.063	0.064731
0.085	0.086118
0.099	0.10159
0.096	0.097646
0.095	0.096661
0.091	0.092149
0.098	0.10008
0.091	0.0927029
0.095	0.0967589
0.092	0.094002
0.09	0.0928961
0.097	0.098612
0.098	0.100552
0.142	0.145745
0.081	0.0834269
0.095	0.105378
0.083	0.085513
0.077	0.078712
0.09	0.091608
0.098	0.10068
0.084	0.0860801
0.091	0.093168
0.084	0.08581
0.107	0.109315
0.079	0.081065
0.119	0.122567
0.099	0.101069
0.084	0.086284
0.09	0.0923921
0.148	0.151358
0.099	0.101396
0.091	0.0923889
0.097	0.104676
0.101	0.103406
0.078	0.0801099
0.084	0.0856209
0.093	0.094576
0.09	0.091649
0.134	0.137345
0.111	0.112845
0.078	0.079738
0.083	0.0850599
0.095	0.0976051
0.099	0.101448
0.072	0.073998
0.128	0.130565
0.087	0.0890139
0.091	0.0989001
0.085	0.087559
0.146	0.149634
0.086	0.087207
0.093	0.0950879
0.088	0.0900179
0.091	0.092355
0.096	0.097782
0.088	0.090507
0.093	0.0949199
0.086	0.0878561
0.108	0.109959
0.075	0.07668
0.078	0.079382
0.097	0.098479
0.092	0.0936199
0.084	0.086125
0.078	0.07975
0.087	0.0888599
0.086	0.0875039
0.103	0.104889
0.085	0.086332
0.092	0.093153
0.09	0.092374
0.09	0.092463
0.091	0.093838
0.09	0.091762
0.098	0.0997479
0.086	0.08803
0.09	0.092132
0.09	0.092085
0.098	0.100086
0.091	0.092617
0.098	0.100354
0.092	0.094537
0.077	0.0790249
0.085	0.086227
0.091	0.092592
0.098	0.100907
0.07	0.071612
0.078	0.079434
0.153	0.15646
0.092	0.093463
0.143	0.145921
0.078	0.080143
0.095	0.0974459
0.09	0.092914
0.099	0.101916
0.093	0.0947671
0.091	0.093008
0.084	0.0855559
0.085	0.086578
0.118	0.121561
0.091	0.092968
0.092	0.0935521
0.098	0.101114
0.095	0.097064
0.088	0.104917
0.084	0.086035
0.084	0.0859899
0.09	0.0925921
0.099	0.101519
0.092	0.0940181
0.094	0.0965509
0.084	0.085641
0.083	0.084899
0.089	0.0917959
0.084	0.085979
0.156	0.160263
0.062	0.0643659
0.112	0.114627
0.09	0.091978
0.083	0.084787
0.093	0.094589
0.097	0.099204
0.091	0.092878
0.124	0.125936
0.089	0.090198
0.073	0.0752719
0.084	0.08532
0.09	0.091875
0.083	0.0849409
0.097	0.098642
0.066	0.067509
0.073	0.074596
0.107	0.109767
0.1	0.102159
0.078	0.080302
0.088	0.0895009
0.084	0.085974
0.091	0.092874
0.084	0.086155
0.142	0.145565
0.083	0.084532
0.095	0.096377
0.094	0.0962181
0.084	0.085652
0.084	0.085964
0.089	0.091519
0.089	0.091387
0.091	0.0930891
0.091	0.092897
0.081	0.082104
0.073	0.074937
0.084	0.085447
0.087	0.08931
0.086	0.087998
0.091	0.0929411
0.087	0.088998
0.092	0.09442
0.093	0.094979
0.083	0.0850749
0.092	0.094116
0.108	0.110975
0.084	0.086756
0.09	0.092925
0.09	0.092364
0.129	0.132311
0.102	0.104193
0.083	0.084736
0.095	0.096931
0.093	0.09466
0.092	0.093731
0.083	0.0857309
0.092	0.093405
0.083	0.085401
0.081	0.0833289
0.078	0.080497
0.084	0.085701
